gtin,placement_id,schedule_id,oos,novelty_id,state_id,inventory
7702004110732.0,1991.0,227755.0,0,0,0,198.0
7702006205054.0,1991.0,227755.0,0,0,0,19.0
7702006205092.0,1991.0,227755.0,0,0,0,22.0
7702006205245.0,1991.0,227755.0,0,0,0,13.0
7702006205375.0,1991.0,227755.0,0,0,0,6.0
7702006205399.0,1991.0,227755.0,0,0,0,18.0
7702006206006.0,1991.0,227755.0,0,0,0,13.0
7702006298940.0,1991.0,227755.0,0,0,0,43.0
7702006299848.0,1991.0,227755.0,0,0,0,11.0
7702007001303.0,1991.0,227755.0,0,0,0,38.0
7702007022711.0,1991.0,227755.0,0,0,0,24.0
7702007038439.0,1991.0,227755.0,0,0,0,27.0
7702007042276.0,1991.0,227755.0,0,0,0,20.0
7702007043365.0,1991.0,227755.0,0,0,0,19.0
7702007043396.0,1991.0,227755.0,0,0,0,66.0
7702007045468.0,1991.0,227755.0,0,0,0,11.0
7702007049176.0,1991.0,227755.0,0,0,0,24.0
7702007049398.0,1991.0,227755.0,0,0,0,42.0
7702007055269.0,1991.0,227755.0,0,0,0,2.0
7702007063707.0,1991.0,227755.0,0,0,0,24.0
7702007069686.0,1991.0,227755.0,0,0,0,12.0
7702007205046.0,1991.0,227755.0,0,0,0,63.0
7702007212402.0,1991.0,227755.0,0,0,0,14.0
7702007212501.0,1991.0,227755.0,0,0,0,193.0
7702007228229.0,1991.0,227755.0,0,0,0,193.0
7702007512458.0,1991.0,227755.0,0,0,0,22.0
7702010223600.0,1991.0,227755.0,0,0,0,4.0
7702010225109.0,1991.0,227755.0,0,0,0,29.0
7702010225123.0,1991.0,227755.0,0,0,0,23.0
7702010225147.0,1991.0,227755.0,0,0,0,6.0
7702010281327.0,1991.0,227755.0,0,0,0,156.0
7702010283147.0,1991.0,227755.0,0,0,0,8.0
7702010283154.0,1991.0,227755.0,0,0,0,10.0
7702010310225.0,1991.0,227755.0,0,0,0,13.0
7702010311048.0,1991.0,227755.0,0,0,0,3.0
7702010611131.0,1991.0,227755.0,0,0,0,21.0
7702010611278.0,1991.0,227755.0,0,0,0,14.0
7702010611940.0,1991.0,227755.0,0,0,0,13.0
7702010612084.0,1991.0,227755.0,0,0,0,13.0
7702010780363.0,1991.0,227755.0,0,0,0,1063.0
7702010880636.0,1991.0,227755.0,0,0,0,20.0
7702010880797.0,1991.0,227755.0,0,0,0,29.0
7702010880834.0,1991.0,227755.0,0,0,0,13.0
7702010881213.0,1991.0,227755.0,0,0,0,2.0
7702010881480.0,1991.0,227755.0,0,0,0,25.0
7702010911590.0,1991.0,227755.0,0,0,0,25.0
7702010911620.0,1991.0,227755.0,0,0,0,6.0
7702010971471.0,1991.0,227755.0,0,0,0,5.0
7702011021939.0,1991.0,227755.0,0,0,0,43.0
7702011048172.0,1991.0,227755.0,0,0,0,3.0
7702011070371.0,1991.0,227755.0,0,0,0,20.0
7702011123206.0,1991.0,227755.0,0,0,0,19.0
7702011124449.0,1991.0,227755.0,0,0,0,2.0
7702011125224.0,1991.0,227755.0,0,0,0,8.0
7702014501315.0,1991.0,227755.0,0,0,0,45.0
7702014502527.0,1991.0,227755.0,0,0,0,22.0
7702014597615.0,1991.0,227755.0,0,0,0,50.0
7702014597714.0,1991.0,227755.0,0,0,0,56.0
7702014601817.0,1991.0,227755.0,0,0,0,297.0
7702014601848.0,1991.0,227755.0,0,0,0,65.0
7702014620405.0,1991.0,227755.0,0,0,0,26.0
7702014627138.0,1991.0,227755.0,0,0,0,49.0
7702014702187.0,1991.0,227755.0,0,0,0,71.0
7702014703726.0,1991.0,227755.0,0,0,0,1.0
7702014963915.0,1991.0,227755.0,0,0,0,78.0
7702020011310.0,1991.0,227755.0,0,0,0,61.0
7702020011327.0,1991.0,227755.0,0,0,0,54.0
7702020060028.0,1991.0,227755.0,0,0,0,43.0
7702020060172.0,1991.0,227755.0,0,0,0,75.0
7702020060189.0,1991.0,227755.0,0,0,0,54.0
7702020061506.0,1991.0,227755.0,0,0,0,20.0
7702020061513.0,1991.0,227755.0,0,0,0,40.0
7702020113052.0,1991.0,227755.0,0,0,0,153.0
7702024004677.0,1991.0,227755.0,0,0,0,26.0
7702024005803.0,1991.0,227755.0,0,0,0,50.0
7702024007067.0,1991.0,227755.0,0,0,0,32.0
7702024015215.0,1991.0,227755.0,0,0,0,39.0
7702024017769.0,1991.0,227755.0,0,0,0,9.0
7702024034186.0,1991.0,227755.0,0,0,0,103.0
7702024040040.0,1991.0,227755.0,0,0,0,12.0
7702024046554.0,1991.0,227755.0,0,0,0,27.0
7702024056010.0,1991.0,227755.0,0,0,0,108.0
7702024056102.0,1991.0,227755.0,0,0,0,54.0
7702024056577.0,1991.0,227755.0,0,0,0,19.0
7702024059875.0,1991.0,227755.0,0,0,0,6.0
7702024071594.0,1991.0,227755.0,0,0,0,66.0
7702024075011.0,1991.0,227755.0,0,0,0,16.0
7702024341338.0,1991.0,227755.0,0,0,0,78.0
7702024498254.0,1991.0,227755.0,0,0,0,26.0
7702025104741.0,1991.0,227755.0,0,0,0,54.0
7702025113194.0,1991.0,227755.0,0,0,0,31.0
7702025118311.0,1991.0,227755.0,0,0,0,37.0
7702025126996.0,1991.0,227755.0,0,0,0,50.0
7702025134366.0,1991.0,227755.0,0,0,0,8.0
7702025136988.0,1991.0,227755.0,0,0,0,43.0
7702025185344.0,1991.0,227755.0,0,0,0,23.0
7702025186136.0,1991.0,227755.0,0,0,0,19.0
7702025186440.0,1991.0,227755.0,0,0,0,32.0
7702025189243.0,1991.0,227755.0,0,0,0,35.0
7702026060619.0,1991.0,227755.0,0,0,0,19.0
7702026177355.0,1991.0,227755.0,0,0,0,13.0
7702026188917.0,1991.0,227755.0,0,0,0,15.0
7702027414756.0,1991.0,227755.0,0,0,0,177.0
7702028000378.0,1991.0,227755.0,0,0,0,1435.0
7702028021595.0,1991.0,227755.0,0,0,0,13.0
7702028021601.0,1991.0,227755.0,0,0,0,11.0
7702028021625.0,1991.0,227755.0,0,0,0,21.0
7702029173781.0,1991.0,227755.0,0,0,0,23.0
7702029635692.0,1991.0,227755.0,0,0,0,16.0
7702031407263.0,1991.0,227755.0,0,0,0,15.0
7702031407348.0,1991.0,227755.0,0,0,0,41.0
7702031407393.0,1991.0,227755.0,0,0,0,70.0
7702032252114.0,1991.0,227755.0,0,0,0,26.0
7702032252190.0,1991.0,227755.0,0,0,0,8.0
7702032253074.0,1991.0,227755.0,0,0,0,19.0
7702032253111.0,1991.0,227755.0,0,0,0,16.0
7702035431110.0,1991.0,227755.0,0,0,0,1.0
7702037858014.0,1991.0,227755.0,0,0,0,10.0
7702037870320.0,1991.0,227755.0,0,0,0,13.0
7702037872065.0,1991.0,227755.0,0,0,0,49.0
7702040007003.0,1991.0,227755.0,0,0,0,493.0
7702040047009.0,1991.0,227755.0,0,0,0,18.0
7702045034950.0,1991.0,227755.0,0,0,0,2.0
7702045277784.0,1991.0,227755.0,0,0,0,28.0
7702045475340.0,1991.0,227755.0,0,0,0,6.0
7702045893571.0,1991.0,227755.0,0,0,0,4.0
7702045927207.0,1991.0,227755.0,0,0,0,2.0
7702047003466.0,1991.0,227755.0,0,0,0,195.0
7702047038123.0,1991.0,227755.0,0,0,0,9.0
7702047040058.0,1991.0,227755.0,0,0,0,18.0
7702047137994.0,1991.0,227755.0,0,0,0,50.0
7702057075088.0,1991.0,227755.0,0,0,0,91.0
7702057075101.0,1991.0,227755.0,0,0,0,147.0
7702057081027.0,1991.0,227755.0,0,0,0,8.0
7702057081553.0,1991.0,227755.0,0,0,0,6.0
7702059201027.0,1991.0,227755.0,0,0,0,26.0
7702059202024.0,1991.0,227755.0,0,0,0,25.0
7702059205025.0,1991.0,227755.0,0,0,0,39.0
7702059402028.0,1991.0,227755.0,0,0,0,28.0
7702059405029.0,1991.0,227755.0,0,0,0,1104.0
7702059505026.0,1991.0,227755.0,0,0,0,5.0
7702059601087.0,1991.0,227755.0,0,0,0,13.0
7702059601209.0,1991.0,227755.0,0,0,0,14.0
7702059601315.0,1991.0,227755.0,0,0,0,14.0
7702059601742.0,1991.0,227755.0,0,0,0,17.0
7702084000015.0,1991.0,227755.0,0,0,0,8.0
7702084000084.0,1991.0,227755.0,0,0,0,5.0
7702084137858.0,1991.0,227755.0,0,0,0,10.0
7702084550015.0,1991.0,227755.0,0,0,0,6.0
7702085002346.0,1991.0,227755.0,0,0,0,14.0
7702085021149.0,1991.0,227755.0,0,0,0,24.0
7702088353001.0,1991.0,227755.0,0,0,0,38.0
7702090020847.0,1991.0,227755.0,0,0,0,244.0
7702090022711.0,1991.0,227755.0,0,0,0,168.0
7702090023008.0,1991.0,227755.0,0,0,0,142.0
7702090027884.0,1991.0,227755.0,0,0,0,7.0
7702090029819.0,1991.0,227755.0,0,0,0,24.0
7702090029888.0,1991.0,227755.0,0,0,0,114.0
7702090031065.0,1991.0,227755.0,0,0,0,13.0
7702090033601.0,1991.0,227755.0,0,0,0,39.0
7702090042054.0,1991.0,227755.0,0,0,0,262.0
7702090044577.0,1991.0,227755.0,0,0,0,9.0
7702090052046.0,1991.0,227755.0,0,0,0,324.0
7702090052480.0,1991.0,227755.0,0,0,0,68.0
7702090053852.0,1991.0,227755.0,0,0,0,277.0
7702104010307.0,1991.0,227755.0,0,0,0,934.0
7702104010321.0,1991.0,227755.0,0,0,0,24.0
7702104010352.0,1991.0,227755.0,0,0,0,67.0
7702104018921.0,1991.0,227755.0,0,0,0,12.0
7702108201770.0,1991.0,227755.0,0,0,0,17.0
7702109000334.0,1991.0,227755.0,0,0,0,24.0
7702109004592.0,1991.0,227755.0,0,0,0,60.0
7702109007432.0,1991.0,227755.0,0,0,0,20.0
7702109018308.0,1991.0,227755.0,0,0,0,19.0
7702109999980.0,1991.0,227755.0,0,0,0,23.0
7702116000013.0,1991.0,227755.0,0,0,0,14.0
7702116000785.0,1991.0,227755.0,0,0,0,20.0
7702117006717.0,1991.0,227755.0,0,0,0,27.0
7702117160914.0,1991.0,227755.0,0,0,0,3.0
7702120009569.0,1991.0,227755.0,0,0,0,35.0
7702120009576.0,1991.0,227755.0,0,0,0,18.0
7702120010121.0,1991.0,227755.0,0,0,0,10.0
7702120010251.0,1991.0,227755.0,0,0,0,159.0
7702127008022.0,1991.0,227755.0,0,0,0,281.0
7702127010025.0,1991.0,227755.0,0,0,0,25.0
7702127110022.0,1991.0,227755.0,0,0,0,23.0
7702129006194.0,1991.0,227755.0,0,0,0,76.0
7702129010665.0,1991.0,227755.0,0,0,0,7.0
7702129011365.0,1991.0,227755.0,0,0,0,2.0
7702129015400.0,1991.0,227755.0,0,0,0,15.0
7702129019309.0,1991.0,227755.0,0,0,0,5.0
7702129019316.0,1991.0,227755.0,0,0,0,9.0
7702129020800.0,1991.0,227755.0,0,0,0,2.0
7702129025201.0,1991.0,227755.0,0,0,0,4.0
7702129030250.0,1991.0,227755.0,0,0,0,14.0
7702129030267.0,1991.0,227755.0,0,0,0,11.0
7702129035453.0,1991.0,227755.0,0,0,0,13.0
7702129044059.0,1991.0,227755.0,0,0,0,2.0
7702129045469.0,1991.0,227755.0,0,0,0,1.0
7702129045735.0,1991.0,227755.0,0,0,0,5.0
7702129045766.0,1991.0,227755.0,0,0,0,33.0
7702129060219.0,1991.0,227755.0,0,0,0,7.0
7702133461682.0,1991.0,227755.0,0,0,0,123.0
7702133879494.0,1991.0,227755.0,0,0,0,64.0
7702140036187.0,1991.0,227755.0,0,0,0,6.0
7702141000446.0,1991.0,227755.0,0,0,0,378.0
7702141003997.0,1991.0,227755.0,0,0,0,12.0
7702161001003.0,1991.0,227755.0,0,0,0,32.0
7702161001515.0,1991.0,227755.0,0,0,0,12.0
7702161002031.0,1991.0,227755.0,0,0,0,30.0
7702161003069.0,1991.0,227755.0,0,0,0,14.0
7702166006003.0,1991.0,227755.0,0,0,0,68.0
7702166006058.0,1991.0,227755.0,0,0,0,28.0
7702166041509.0,1991.0,227755.0,0,0,0,2.0
7702166043084.0,1991.0,227755.0,0,0,0,18.0
7702166044081.0,1991.0,227755.0,0,0,0,30.0
7702166053083.0,1991.0,227755.0,0,0,0,21.0
7702166055032.0,1991.0,227755.0,0,0,0,14.0
7702166057036.0,1991.0,227755.0,0,0,0,17.0
7702175108286.0,1991.0,227755.0,0,0,0,80.0
7702175111231.0,1991.0,227755.0,0,0,0,24.0
7702175156799.0,1991.0,227755.0,0,0,0,28.0
7702177007341.0,1991.0,227755.0,0,0,0,1.0
7702177010266.0,1991.0,227755.0,0,0,0,11.0
7702177020029.0,1991.0,227755.0,0,0,0,14.0
7702189011480.0,1991.0,227755.0,0,0,0,2.0
7702189042712.0,1991.0,227755.0,0,0,0,15.0
7702189045577.0,1991.0,227755.0,0,0,0,10.0
7702189045720.0,1991.0,227755.0,0,0,0,8.0
7702189045799.0,1991.0,227755.0,0,0,0,10.0
7702189052810.0,1991.0,227755.0,0,0,0,41.0
7702189054364.0,1991.0,227755.0,0,0,0,19.0
7702189055903.0,1991.0,227755.0,0,0,0,107.0
7702189056160.0,1991.0,227755.0,0,0,0,19.0
7702189056382.0,1991.0,227755.0,0,0,0,49.0
7702189056771.0,1991.0,227755.0,0,0,0,8.0
7702189056849.0,1991.0,227755.0,0,0,0,7.0
7702191000014.0,1991.0,227755.0,0,0,0,278.0
7702191040843.0,1991.0,227755.0,0,0,0,14.0
7702191161388.0,1991.0,227755.0,0,0,0,63.0
7702191161395.0,1991.0,227755.0,0,0,0,6.0
7702191161449.0,1991.0,227755.0,0,0,0,10.0
7702191161470.0,1991.0,227755.0,0,0,0,1.0
7702191162101.0,1991.0,227755.0,0,0,0,30.0
7702191162163.0,1991.0,227755.0,0,0,0,11.0
7702191162200.0,1991.0,227755.0,0,0,0,20.0
7702191162484.0,1991.0,227755.0,0,0,0,8.0
7702191163016.0,1991.0,227755.0,0,0,0,2.0
7702191163467.0,1991.0,227755.0,0,0,0,49.0
7702191348499.0,1991.0,227755.0,0,0,0,15.0
7702191349687.0,1991.0,227755.0,0,0,0,25.0
7702191658239.0,1991.0,227755.0,0,0,0,1.0
7702191663318.0,1991.0,227755.0,0,0,0,8.0
7702192218050.0,1991.0,227755.0,0,0,0,41.0
7702192224051.0,1991.0,227755.0,0,0,0,32.0
7702192422051.0,1991.0,227755.0,0,0,0,50.0
7702193100491.0,1991.0,227755.0,0,0,0,24.0
7702193100675.0,1991.0,227755.0,0,0,0,24.0
7702193100927.0,1991.0,227755.0,0,0,0,28.0
7702193424009.0,1991.0,227755.0,0,0,0,13.0
7702193424023.0,1991.0,227755.0,0,0,0,26.0
7702193623389.0,1991.0,227755.0,0,0,0,7.0
7702213629360.0,1991.0,227755.0,0,0,0,2.0
7702310010467.0,1991.0,227755.0,0,0,0,28.0
7702310014298.0,1991.0,227755.0,0,0,0,55.0
7702310018371.0,1991.0,227755.0,0,0,0,12.0
7702310018401.0,1991.0,227755.0,0,0,0,18.0
7702310020671.0,1991.0,227755.0,0,0,0,92.0
7702310020732.0,1991.0,227755.0,0,0,0,20.0
7702310020770.0,1991.0,227755.0,0,0,0,61.0
7702310020794.0,1991.0,227755.0,0,0,0,40.0
7702348312045.0,1991.0,227755.0,0,0,0,49.0
7702354005894.0,1991.0,227755.0,0,0,0,8.0
7702354032340.0,1991.0,227755.0,0,0,0,7.0
7702354929503.0,1991.0,227755.0,0,0,0,57.0
7702354943820.0,1991.0,227755.0,0,0,0,13.0
7702354945343.0,1991.0,227755.0,0,0,0,25.0
7702354945381.0,1991.0,227755.0,0,0,0,9.0
7702354946036.0,1991.0,227755.0,0,0,0,32.0
7702354946067.0,1991.0,227755.0,0,0,0,24.0
7702354946142.0,1991.0,227755.0,0,0,0,221.0
7702354946210.0,1991.0,227755.0,0,0,0,14.0
7702354946623.0,1991.0,227755.0,0,0,0,235.0
7702354948375.0,1991.0,227755.0,0,0,0,296.0
7702354948412.0,1991.0,227755.0,0,0,0,127.0
7702354948450.0,1991.0,227755.0,0,0,0,12.0
7702354948498.0,1991.0,227755.0,0,0,0,20.0
7702354949631.0,1991.0,227755.0,0,0,0,184.0
7702354950323.0,1991.0,227755.0,0,0,0,10.0
7702354950804.0,1991.0,227755.0,0,0,0,23.0
7702367002613.0,1991.0,227755.0,0,0,0,80.0
7702367002620.0,1991.0,227755.0,0,0,0,101.0
7702367002637.0,1991.0,227755.0,0,0,0,52.0
7702398027982.0,1991.0,227755.0,0,0,0,129.0
7702402052412.0,1991.0,227755.0,0,0,0,14.0
7702402052443.0,1991.0,227755.0,0,0,0,15.0
7702402052450.0,1991.0,227755.0,0,0,0,24.0
7702402052467.0,1991.0,227755.0,0,0,0,25.0
7702402052474.0,1991.0,227755.0,0,0,0,21.0
7702402054171.0,1991.0,227755.0,0,0,0,1.0
7702402054409.0,1991.0,227755.0,0,0,0,18.0
7702402054416.0,1991.0,227755.0,0,0,0,18.0
7702406000143.0,1991.0,227755.0,0,0,0,180.0
7702425530935.0,1991.0,227755.0,0,0,0,59.0
7702425551916.0,1991.0,227755.0,0,0,0,18.0
7702425807099.0,1991.0,227755.0,0,0,0,14.0
7702425807105.0,1991.0,227755.0,0,0,0,59.0
7702439543464.0,1991.0,227755.0,0,0,0,11.0
7702477112639.0,1991.0,227755.0,0,0,0,7.0
7702511000021.0,1991.0,227755.0,0,0,0,10.0
7702511000038.0,1991.0,227755.0,0,0,0,386.0
7702511000045.0,1991.0,227755.0,0,0,0,919.0
7702511002933.0,1991.0,227755.0,0,0,0,122.0
7702535009253.0,1991.0,227755.0,0,0,0,14.0
7702535011089.0,1991.0,227755.0,0,0,0,166.0
7702535012079.0,1991.0,227755.0,0,0,0,64.0
7702535018651.0,1991.0,227755.0,0,0,0,32.0
7702535018767.0,1991.0,227755.0,0,0,0,13.0
7702535022078.0,1991.0,227755.0,0,0,0,23.0
7702535022511.0,1991.0,227755.0,0,0,0,68.0
7702535023730.0,1991.0,227755.0,0,0,0,47.0
7702535024423.0,1991.0,227755.0,0,0,0,215.0
7702535024522.0,1991.0,227755.0,0,0,0,326.0
7702535024577.0,1991.0,227755.0,0,0,0,11.0
7702535027066.0,1991.0,227755.0,0,0,0,58.0
7702535027868.0,1991.0,227755.0,0,0,0,190.0
7702560009525.0,1991.0,227755.0,0,0,0,120.0
7702560030888.0,1991.0,227755.0,0,0,0,13.0
7702560042010.0,1991.0,227755.0,0,0,0,52.0
7702609005372.0,1991.0,227755.0,0,0,0,77.0
7702617487382.0,1991.0,227755.0,0,0,0,1.0
7702622529145.0,1991.0,227755.0,0,0,0,11.0
7702626206752.0,1991.0,227755.0,0,0,0,8.0
7702626211770.0,1991.0,227755.0,0,0,0,6.0
7702626214207.0,1991.0,227755.0,0,0,0,2.0
7702746030169.0,1991.0,227755.0,0,0,0,61.0
7702746030183.0,1991.0,227755.0,0,0,0,115.0
7702746030190.0,1991.0,227755.0,0,0,0,145.0
7702746030312.0,1991.0,227755.0,0,0,0,164.0
7702810001668.0,1991.0,227755.0,0,0,0,48.0
7702810001781.0,1991.0,227755.0,0,0,0,8.0
7702810001798.0,1991.0,227755.0,0,0,0,1.0
7702810001842.0,1991.0,227755.0,0,0,0,11.0
7702810004270.0,1991.0,227755.0,0,0,0,3.0
7702810004287.0,1991.0,227755.0,0,0,0,5.0
7702810004300.0,1991.0,227755.0,0,0,0,14.0
7702810004461.0,1991.0,227755.0,0,0,0,2.0
7702810204038.0,1991.0,227755.0,0,0,0,22.0
7702810618002.0,1991.0,227755.0,0,0,0,20.0
7702910099138.0,1991.0,227755.0,0,0,0,50.0
7702914111508.0,1991.0,227755.0,0,0,0,2.0
7702914114103.0,1991.0,227755.0,0,0,0,10.0
7702914114608.0,1991.0,227755.0,0,0,0,9.0
7702914596176.0,1991.0,227755.0,0,0,0,3.0
7702914596787.0,1991.0,227755.0,0,0,0,5.0
7702914596794.0,1991.0,227755.0,0,0,0,5.0
7702914599023.0,1991.0,227755.0,0,0,0,8.0
7702914599030.0,1991.0,227755.0,0,0,0,9.0
7702993025130.0,1991.0,227755.0,0,0,0,30.0
7702993028261.0,1991.0,227755.0,0,0,0,33.0
7702993028483.0,1991.0,227755.0,0,0,0,22.0
7702993028933.0,1991.0,227755.0,0,0,0,12.0
7702993028957.0,1991.0,227755.0,0,0,0,41.0
7702993031292.0,1991.0,227755.0,0,0,0,15.0
7702993038222.0,1991.0,227755.0,0,0,0,152.0
7702993041246.0,1991.0,227755.0,0,0,0,52.0
7703090552024.0,1991.0,227755.0,0,0,0,5.0
7703090942023.0,1991.0,227755.0,0,0,0,35.0
7703090954019.0,1991.0,227755.0,0,0,0,6.0
7703090954026.0,1991.0,227755.0,0,0,0,16.0
7703090961093.0,1991.0,227755.0,0,0,0,39.0
7703133030212.0,1991.0,227755.0,0,0,0,7.0
7703133070379.0,1991.0,227755.0,0,0,0,3.0
7703133088503.0,1991.0,227755.0,0,0,0,15.0
7703133088510.0,1991.0,227755.0,0,0,0,50.0
7703348080088.0,1991.0,227755.0,0,0,0,33.0
7703348901710.0,1991.0,227755.0,0,0,0,18.0
7703562004181.0,1991.0,227755.0,0,0,0,30.0
7703562109930.0,1991.0,227755.0,0,0,0,212.0
7703588000112.0,1991.0,227755.0,0,0,0,8.0
7703588000495.0,1991.0,227755.0,0,0,0,3.0
7703616001531.0,1991.0,227755.0,0,0,0,237.0
7703616078533.0,1991.0,227755.0,0,0,0,281.0
7703616081182.0,1991.0,227755.0,0,0,0,80.0
7703616090825.0,1991.0,227755.0,0,0,0,12.0
7703616133010.0,1991.0,227755.0,0,0,0,150.0
7703616133027.0,1991.0,227755.0,0,0,0,1385.0
7703616161600.0,1991.0,227755.0,0,0,0,16.0
7703616162232.0,1991.0,227755.0,0,0,0,20.0
7703616162249.0,1991.0,227755.0,0,0,0,31.0
7703616162256.0,1991.0,227755.0,0,0,0,63.0
7703616162607.0,1991.0,227755.0,0,0,0,6.0
7703616162867.0,1991.0,227755.0,0,0,0,11.0
7703616162881.0,1991.0,227755.0,0,0,0,7.0
7703616165998.0,1991.0,227755.0,0,0,0,4.0
7703616274713.0,1991.0,227755.0,0,0,0,23.0
7703616274720.0,1991.0,227755.0,0,0,0,12.0
7703616274737.0,1991.0,227755.0,0,0,0,17.0
7703616274744.0,1991.0,227755.0,0,0,0,27.0
7703616274768.0,1991.0,227755.0,0,0,0,13.0
7703616274775.0,1991.0,227755.0,0,0,0,26.0
7703616274782.0,1991.0,227755.0,0,0,0,5.0
7703616274799.0,1991.0,227755.0,0,0,0,40.0
7703616274812.0,1991.0,227755.0,0,0,0,2.0
